Freq.;V(out);K
1.33352143216331e+007;(1.85547851462272e+001dB,-5.46148989583798e+001°);0.37
1.33659551654643e+007;(1.90769789371706e+001dB,-6.01589479407046e+001°);0.37
1.33967668742593e+007;(1.95349103361748e+001dB,-6.63307522547766e+001°);0.37
1.34276496113785e+007;(1.99012651865746e+001dB,-7.30805348113086e+001°);0.37
1.34586035405594e+007;(2.01494532071049e+001dB,-8.02872665170808e+001°);0.37
1.34896288259164e+007;(2.02592136356759e+001dB,-8.77583643672021e+001°);0.37
1.35207256319427e+007;(2.02220531600307e+001dB,-9.52532970378827e+001°);0.37
1.35518941235103e+007;(2.00438159700128e+001dB,-1.02526968525286e+002°);0.37
1.35831344658714e+007;(1.97428971756584e+001dB,-1.09375126507980e+002°);0.37
1.36144468246594e+007;(1.93451474730294e+001dB,-1.15662523098177e+002°);0.37
1.36458313658891e+007;(1.88781078403690e+001dB,-1.21326775773859e+002°);0.37
1.36772882559584e+007;(1.83667440675179e+001dB,-1.26364477904844e+002°);0.37
1.37088176616484e+007;(1.78313512606862e+001dB,-1.30810905211039e+002°);0.37
1.37404197501250e+007;(1.72871795543110e+001dB,-1.34721623771291e+002°);0.37
1.37720946889394e+007;(1.67450103142133e+001dB,-1.38159316643175e+002°);0.37
1.38038426460287e+007;(1.62120710362950e+001dB,-1.41185804055713e+002°);0.37
1.38356637897177e+007;(1.56929445148662e+001dB,-1.43857937983992e+002°);0.37
1.38675582887188e+007;(1.51903304848343e+001dB,-1.46225958993889e+002°);0.37
1.38995263121334e+007;(1.47056301865085e+001dB,-1.48333242031274e+002°);0.37
1.39315680294529e+007;(1.42393727731329e+001dB,-1.50216736083702e+002°);0.37
1.39636836105593e+007;(1.37915166708536e+001dB,-1.51907691282861e+002°);0.37
1.39958732257261e+007;(1.33616581594870e+001dB,-1.53432454944351e+002°);0.37
1.40281370456195e+007;(1.29491735785945e+001dB,-1.54813229639958e+002°);0.37
1.40604752412990e+007;(1.25533150754252e+001dB,-1.56068748397918e+002°);0.37
1.40928879842186e+007;(1.21732742720825e+001dB,-1.57214854501912e+002°);0.37
1.41253754462274e+007;(1.18082239732148e+001dB,-1.58264989006088e+002°);0.37
1.41579377995707e+007;(1.14573449360357e+001dB,-1.59230595710069e+002°);0.37
1.41905752168908e+007;(1.11198425332870e+001dB,-1.60121455332752e+002°);0.37
1.42232878712281e+007;(1.07949566165672e+001dB,-1.60945960394375e+002°);0.37
1.42560759360218e+007;(1.04819668384953e+001dB,-1.61711341139012e+002°);0.37
1.42889395851109e+007;(1.01801949732888e+001dB,-1.62423851353925e+002°);0.37
1.43218789927353e+007;(9.88900528367498e+000dB,-1.63088921478800e+002°);0.37
1.43548943335364e+007;(9.60780364593477e+000dB,-1.63711285080234e+002°);0.37
1.43879857825583e+007;(9.33603591500309e+000dB,-1.64295083637970e+002°);0.37
1.44211535152486e+007;(9.07318585421620e+000dB,-1.64843953649568e+002°);0.37
1.44543977074592e+007;(8.81877284655230e+000dB,-1.65361099290937e+002°);0.37
1.44877185354475e+007;(8.57234953042937e+000dB,-1.65849353247018e+002°);0.37
1.45211161758773e+007;(8.33349945264126e+000dB,-1.66311227825049e+002°);0.37
1.45545908058195e+007;(8.10183479655350e+000dB,-1.66748958060016e+002°);0.37
1.45881426027534e+007;(7.87699422025769e+000dB,-1.67164538198860e+002°);0.37
1.46217717445671e+007;(7.65864082357044e+000dB,-1.67559752690980e+002°);0.37
1.46554784095590e+007;(7.44646025220269e+000dB,-1.67936202604605e+002°);0.37
1.46892627764385e+007;(7.24015894048462e+000dB,-1.68295328221308e+002°);0.37
1.47231250243271e+007;(7.03946248958529e+000dB,-1.68638428426141e+002°);0.37
1.47570653327588e+007;(6.84411417542644e+000dB,-1.68966677401811e+002°);0.37
1.47910838816819e+007;(6.65387357891743e+000dB,-1.69281139047048e+002°);0.37
1.48251808514594e+007;(6.46851533035106e+000dB,-1.69582779467415e+002°);0.37
1.48593564228699e+007;(6.28782795953685e+000dB,-1.69872477828282e+002°);0.37
1.48936107771090e+007;(6.11161284332618e+000dB,-1.70151035811712e+002°);0.37
1.49279440957898e+007;(5.93968324247812e+000dB,-1.70419185879691e+002°);0.37
1.49623565609442e+007;(5.77186342023636e+000dB,-1.70677598513712e+002°);0.37
1.49968483550236e+007;(5.60798783547964e+000dB,-1.70926888573964e+002°);0.37
1.50000000000000e+007;(5.59322361334565e+000dB,-1.70949204278577e+002°);0.37
Step Information: K=460m  (Run: 5/11);;0.46
1.00000000000000e+007;(-5.44994951650234e+000dB,2.93067208623566e+000°);0.46
1.00230523807790e+007;(-5.35878590164932e+000dB,2.85443362297083e+000°);0.46
1.00461579027840e+007;(-5.26711546569995e+000dB,2.77766433048343e+000°);0.46
1.00693166885180e+007;(-5.17493007575269e+000dB,2.70035087951223e+000°);0.46
1.00925288607668e+007;(-5.08222141012557e+000dB,2.62247952406415e+000°);0.46
1.01157945425990e+007;(-4.98898095249036e+000dB,2.54403608482887e+000°);0.46
1.01391138573668e+007;(-4.89519998577884e+000dB,2.46500593179609e+000°);0.46
1.01624869287070e+007;(-4.80086958585074e+000dB,2.38537396603025e+000°);0.46
1.01859138805412e+007;(-4.70598061491216e+000dB,2.30512460055520e+000°);0.46
1.02093948370768e+007;(-4.61052371467244e+000dB,2.22424174029719e+000°);0.46
1.02329299228075e+007;(-4.51448929922759e+000dB,2.14270876103249e+000°);0.46
1.02565192625141e+007;(-4.41786754765643e+000dB,2.06050848728104e+000°);0.46
1.02801629812647e+007;(-4.32064839631617e+000dB,1.97762316908463e+000°);0.46
1.03038612044162e+007;(-4.22282153082261e+000dB,1.89403445760340e+000°);0.46
1.03276140576140e+007;(-4.12437637769937e+000dB,1.80972337946010e+000°);0.46
1.03514216667934e+007;(-4.02530209567992e+000dB,1.72467030975674e+000°);0.46
1.03752841581801e+007;(-3.92558756664529e+000dB,1.63885494368307e+000°);0.46
1.03992016582906e+007;(-3.82522138617875e+000dB,1.55225626663046e+000°);0.46
1.04231742939330e+007;(-3.72419185371863e+000dB,1.46485252271919e+000°);0.46
1.04472021922080e+007;(-3.62248696228831e+000dB,1.37662118163992e+000°);0.46
1.04712854805090e+007;(-3.52009438778218e+000dB,1.28753890370360e+000°);0.46
1.04954242865232e+007;(-3.41700147778417e+000dB,1.19758150298630e+000°);0.46
1.05196187382322e+007;(-3.31319523989468e+000dB,1.10672390844675e+000°);0.46
1.05438689639126e+007;(-3.20866232954008e+000dB,1.01494012288616e+000°);0.46
1.05681750921366e+007;(-3.10338903723729e+000dB,9.22203179609373e-001°);0.46
1.05925372517729e+007;(-2.99736127528442e+000dB,8.28485096636581e-001°);0.46
1.06169555719872e+007;(-2.89056456384668e+000dB,7.33756828302960e-001°);0.46
1.06414301822431e+007;(-2.78298401640432e+000dB,6.37988214071299e-001°);0.46
1.06659612123026e+007;(-2.67460432452828e+000dB,5.41147924369389e-001°);0.46
1.06905487922266e+007;(-2.56540974194612e+000dB,4.43203403249134e-001°);0.46
1.07151930523760e+007;(-2.45538406785886e+000dB,3.44120807648523e-001°);0.46
1.07398941234124e+007;(-2.34451062946659e+000dB,2.43864943020057e-001°);0.46
1.07646521362983e+007;(-2.23277226365870e+000dB,1.42399195070950e-001°);0.46
1.07894672222983e+007;(-2.12015129782018e+000dB,3.96854573387802e-002°);0.46
1.08143395129794e+007;(-2.00662952970418e+000dB,-6.43159456950561e-002°);0.46
1.08392691402120e+007;(-1.89218820631607e+000dB,-1.69646340276995e-001°);0.46
1.08642562361706e+007;(-1.77680800175147e+000dB,-2.76348790187901e-001°);0.46
1.08893009333343e+007;(-1.66046899392698e+000dB,-3.84468189062746e-001°);0.46
1.09144033644875e+007;(-1.54315064013696e+000dB,-4.94051358635638e-001°);0.46
1.09395636627209e+007;(-1.42483175136700e+000dB,-6.05147153355095e-001°);0.46
1.09647819614318e+007;(-1.30549046528856e+000dB,-7.17806571855559e-001°);0.46
1.09900583943252e+007;(-1.18510421785424e+000dB,-8.32082875812218e-001°);0.46
1.10153930954141e+007;(-1.06364971340804e+000dB,-9.48031716752874e-001°);0.46
1.10407861990207e+007;(-9.41102893218635e-001dB,-1.06571127145215e+000°);0.46
1.10662378397766e+007;(-8.17438902337052e-001dB,-1.18518238659040e+000°);0.46
1.10917481526240e+007;(-6.92632054672876e-001dB,-1.30650873342072e+000°);0.46
1.11173172728159e+007;(-5.66655796176776e-001dB,-1.42975697325682e+000°);0.46
1.11429453359173e+007;(-4.39482666006880e-001dB,-1.55499693467069e+000°);0.46
1.11686324778056e+007;(-3.11084255549621e-001dB,-1.68230180337276e+000°);0.46
1.11943788346715e+007;(-1.81431165155585e-001dB,-1.81174832583757e+000°);0.46
1.12201845430196e+007;(-5.04929584388872e-002dB,-1.94341702784572e+000°);0.46
1.12460497396692e+007;(8.17618860192061e-002dB,-2.07739244922576e+000°);0.46
1.12719745617551e+007;(2.15366025736948e-001dB,-2.21376339619867e+000°);0.46
1.12979591467279e+007;(3.50353308354819e-001dB,-2.35262321287618e+000°);0.46
1.13240036323555e+007;(4.86758828815126e-001dB,-2.49407007362847e+000°);0.46
1.13501081567231e+007;(6.24618989912210e-001dB,-2.63820729818797e+000°);0.46
1.13762728582343e+007;(7.63971566449099e-001dB,-2.78514369157416e+000°);0.46
1.14024978756117e+007;(9.04855773245431e-001dB,-2.93499391112939e+000°);0.46
1.14287833478977e+007;(1.04731233726993e+000dB,-3.08787886320372e+000°);0.46
1.14551294144553e+007;(1.19138357418478e+000dB,-3.24392613229630e+000°);0.46
1.14815362149688e+007;(1.33711346961485e+000dB,-3.40327044576927e+000°);0.46
1.15080038894443e+007;(1.48454776547840e+000dB,-3.56605417759184e+000°);0.46
1.15345325782109e+007;(1.63373405174086e+000dB,-3.73242789495845e+000°);0.46
1.15611224219210e+007;(1.78472186398334e+000dB,-3.90255095205921e+000°);0.46
1.15877735615512e+007;(1.93756278720567e+000dB,-4.07659213577086e+000°);0.46
1.16144861384034e+007;(2.09231056631759e+000dB,-4.25473036858997e+000°);0.46
1.16412602941049e+007;(2.24902122380598e+000dB,-4.43715547475524e+000°);0.46
1.16680961706096e+007;(2.40775318510325e+000dB,-4.62406901621471e+000°);0.46
1.16949939101987e+007;(2.56856741222120e+000dB,-4.81568520589719e+000°);0.46
1.17219536554813e+007;(2.73152754625746e+000dB,-5.01223190666013e+000°);0.46
1.17489755493953e+007;(2.89670005942542e+000dB,-5.21395172532597e+000°);0.46
1.17760597352080e+007;(3.06415441730518e+000dB,-5.42110321240168e+000°);0.46
1.18032063565173e+007;(3.23396325206195e+000dB,-5.63396217942966e+000°);0.46
1.18304155572516e+007;(3.40620254742792e+000dB,-5.85282314746229e+000°);0.46
1.18576874816716e+007;(3.58095183629556e+000dB,-6.07800094192421e+000°);0.46
1.18850222743701e+007;(3.75829441182022e+000dB,-6.30983245115722e+000°);0.46
1.19124200802737e+007;(3.93831755298067e+000dB,-6.54867856827709e+000°);0.46
1.19398810446427e+007;(4.12111276559311e+000dB,-6.79492633866124e+000°);0.46
1.19674053130724e+007;(4.30677603981595e+000dB,-7.04899133848574e+000°);0.46
1.19949930314937e+007;(4.49540812521613e+000dB,-7.31132031331339e+000°);0.46
1.20226443461741e+007;(4.68711482448943e+000dB,-7.58239410988267e+000°);0.46
1.20503594037179e+007;(4.88200730693050e+000dB,-7.86273093905603e+000°);0.46
1.20781383510678e+007;(5.08020244272718e+000dB,-8.15289001347445e+000°);0.46
1.21059813355048e+007;(5.28182315909700e+000dB,-8.45347560996660e+000°);0.46
1.21338885046497e+007;(5.48699881918240e+000dB,-8.76514161434385e+000°);0.46
1.21618600064636e+007;(5.69586562445342e+000dB,-9.08859661506458e+000°);0.46
1.21898959892486e+007;(5.90856704111780e+000dB,-9.42460962261041e+000°);0.46
1.22179966016487e+007;(6.12525425067331e+000dB,-9.77401650355254e+000°);0.46
1.22461619926504e+007;(6.34608662422534e+000dB,-1.01377272325302e+001°);0.46
1.22743923115840e+007;(6.57123221948026e+000dB,-1.05167340820997e+001°);0.46
1.23026877081238e+007;(6.80086829835290e+000dB,-1.09121208901095e+001°);0.46
1.23310483322890e+007;(7.03518186180714e+000dB,-1.13250735674543e+001°);0.46
1.23594743344450e+007;(7.27437019677420e+000dB,-1.17568920364119e+001°);0.46
1.23879658653036e+007;(7.51864142761671e+000dB,-1.22090038220229e+001°);0.46
1.24165230759240e+007;(7.76821506143798e+000dB,-1.26829795570215e+001°);0.46
1.24451461177138e+007;(8.02332251231576e+000dB,-1.31805507056827e+001°);0.46
1.24738351424294e+007;(8.28420758393810e+000dB,-1.37036298647703e+001°);0.46
1.25025903021771e+007;(8.55112688268033e+000dB,-1.42543340618380e+001°);0.46
1.25314117494141e+007;(8.82435012329604e+000dB,-1.48350115438167e+001°);0.46
1.25602996369487e+007;(9.10416027630678e+000dB,-1.54482726335028e+001°);0.46
1.25892541179416e+007;(9.39085348880712e+000dB,-1.60970253294934e+001°);0.46
1.26182753459066e+007;(9.68473868734949e+000dB,-1.67845164371365e+001°);0.46
1.26473634747114e+007;(9.98613674095693e+000dB,-1.75143791441801e+001°);0.46
1.26765186585784e+007;(1.02953790216394e+001dB,-1.82906880934103e+001°);0.46
1.27057410520853e+007;(1.06128051457526e+001dB,-1.91180231512639e+001°);0.46
1.27350308101665e+007;(1.09387596077673e+001dB,-2.00015432169998e+001°);0.46
1.27643880881134e+007;(1.12735869228014e+001dB,-2.09470715444946e+001°);0.46
1.27938130415752e+007;(1.16176247682091e+001dB,-2.19611941282942e+001°);0.46
1.28233058265601e+007;(1.19711944482430e+001dB,-2.30513726871161e+001°);0.46
1.28528665994361e+007;(1.23345877877540e+001dB,-2.42260735794904e+001°);0.46
1.28824955169313e+007;(1.27080492775200e+001dB,-2.54949134760098e+001°);0.46
1.29121927361353e+007;(1.30917519305819e+001dB,-2.68688215834624e+001°);0.46
1.29419584144998e+007;(1.34857648531772e+001dB,-2.83602163476721e+001°);0.46
1.29717927098395e+007;(1.38900099806171e+001dB,-2.99831913697931e+001°);0.46
1.30016957803328e+007;(1.43042047929506e+001dB,-3.17537000426029e+001°);0.46
1.30316677845229e+007;(1.47277871655876e+001dB,-3.36897201408943e+001°);0.46
1.30617088813183e+007;(1.51598179674158e+001dB,-3.58113669400063e+001°);0.46
1.30918192299940e+007;(1.55988568839108e+001dB,-3.81409047756668e+001°);0.46
1.31219989901919e+007;(1.60428077546866e+001dB,-4.07025807487189e+001°);0.46
1.31522483219223e+007;(1.64887323898923e+001dB,-4.35221699519597e+001°);0.46
1.31825673855640e+007;(1.69326377730938e+001dB,-4.66260815532251e+001°);0.46
1.32129563418657e+007;(1.73692526272772e+001dB,-5.00398383244567e+001°);0.46
1.32434153519466e+007;(1.77918273370965e+001dB,-5.37857298513039e+001°);0.46
1.32739445772973e+007;(1.81920165257823e+001dB,-5.78794904021166e+001°);0.46
1.33045441797808e+007;(1.85599321370069e+001dB,-6.23260219620853e+001°);0.46
1.33352143216331e+007;(1.88844742462117e+001dB,-6.71145239450058e+001°);0.46
1.33659551654643e+007;(1.91540340813766e+001dB,-7.22138987507336e+001°);0.46
1.33967668742593e+007;(1.93575919350111e+001dB,-7.75698308393083e+001°);0.46
1.34276496113785e+007;(1.94860927955405e+001dB,-8.31051537084098e+001°);0.46
1.34586035405594e+007;(1.95338142096366e+001dB,-8.87246253365033e+001°);0.46
1.34896288259164e+007;(1.94993393095216e+001dB,-9.43239080502318e+001°);0.46
1.35207256319427e+007;(1.93858105941369e+001dB,-9.98008837053098e+001°);0.46
1.35518941235103e+007;(1.92003739657657e+001dB,-1.05066385952408e+002°);0.46
1.35831344658714e+007;(1.89530081963895e+001dB,-1.10051700533747e+002°);0.46
1.36144468246594e+007;(1.86551110641178e+001dB,-1.14711586116635e+002°);0.46
1.36458313658891e+007;(1.83182053868270e+001dB,-1.19023201575285e+002°);0.46
1.36772882559584e+007;(1.79529876592192e+001dB,-1.22982352427237e+002°);0.46
1.37088176616484e+007;(1.75687759366790e+001dB,-1.26598651619826e+002°);0.46
1.37404197501250e+007;(1.71732984356484e+001dB,-1.29890804557240e+002°);0.46
1.37720946889394e+007;(1.67727178830555e+001dB,-1.32882678352168e+002°);0.46
1.38038426460287e+007;(1.63717894911318e+001dB,-1.35600363896784e+002°);0.46
1.38356637897177e+007;(1.59740754799222e+001dB,-1.38070168334510e+002°);0.46
1.38675582887188e+007;(1.55821672991622e+001dB,-1.40317358716598e+002°);0.46
1.38995263121334e+007;(1.51978893677155e+001dB,-1.42365456900477e+002°);0.46
1.39315680294529e+007;(1.48224733326722e+001dB,-1.44235910976399e+002°);0.46
1.39636836105593e+007;(1.44567007170545e+001dB,-1.45948008216690e+002°);0.46
1.39958732257261e+007;(1.41010163158187e+001dB,-1.47518932994685e+002°);0.46
1.40281370456195e+007;(1.37556165225378e+001dB,-1.48963904395441e+002°);0.46
1.40604752412990e+007;(1.34205171331516e+001dB,-1.50296351404427e+002°);0.46
1.40928879842186e+007;(1.30956048342063e+001dB,-1.51528099721133e+002°);0.46
1.41253754462274e+007;(1.27806759711027e+001dB,-1.52669555042360e+002°);0.46
1.41579377995707e+007;(1.24754655304502e+001dB,-1.53729874624506e+002°);0.46
1.41905752168908e+007;(1.21796686628086e+001dB,-1.54717123279854e+002°);0.46
1.42232878712281e+007;(1.18929565558921e+001dB,-1.55638412576012e+002°);0.46
1.42560759360218e+007;(1.16149880492236e+001dB,-1.56500023507238e+002°);0.46
1.42889395851109e+007;(1.13454180503228e+001dB,-1.57307513705799e+002°);0.46
1.43218789927353e+007;(1.10839035558909e+001dB,-1.58065810632522e+002°);0.46
1.43548943335364e+007;(1.08301078847659e+001dB,-1.58779292302724e+002°);0.46
1.43879857825583e+007;(1.05837035798095e+001dB,-1.59451857076953e+002°);0.46
1.44211535152486e+007;(1.03443743226580e+001dB,-1.60086983943377e+002°);0.46
1.44543977074592e+007;(1.01118161198148e+001dB,-1.60687784581590e+002°);0.46
1.44877185354475e+007;(9.88573795419052e+000dB,-1.61257048350025e+002°);0.46
1.45211161758773e+007;(9.66586204773921e+000dB,-1.61797281194852e+002°);0.46
1.45545908058195e+007;(9.45192384436048e+000dB,-1.62310739344056e+002°);0.46
1.45881426027534e+007;(9.24367179478531e+000dB,-1.62799458529619e+002°);0.46
1.46217717445671e+007;(9.04086700447977e+000dB,-1.63265279374145e+002°);0.46
1.46554784095590e+007;(8.84328279002155e+000dB,-1.63709869485583e+002°);0.46
1.46892627764385e+007;(8.65070417765974e+000dB,-1.64134742723746e+002°);0.46
1.47231250243271e+007;(8.46292736891541e+000dB,-1.64541276033901e+002°);0.46
1.47570653327588e+007;(8.27975919140734e+000dB,-1.64930724184347e+002°);0.46
1.47910838816819e+007;(8.10101654806148e+000dB,-1.65304232695245e+002°);0.46
1.48251808514594e+007;(7.92652587408179e+000dB,-1.65662849203893e+002°);0.46
1.48593564228699e+007;(7.75612260822023e+000dB,-1.66007533475890e+002°);0.46
1.48936107771090e+007;(7.58965068275862e+000dB,-1.66339166241366e+002°);0.46
1.49279440957898e+007;(7.42696203503014e+000dB,-1.66658557009786e+002°);0.46
1.49623565609442e+007;(7.26791614213398e+000dB,-1.66966450995048e+002°);0.46
1.49968483550236e+007;(7.11237957963138e+000dB,-1.67263535264083e+002°);0.46
1.50000000000000e+007;(7.09835575208540e+000dB,-1.67290131049600e+002°);0.46
Step Information: K=550m  (Run: 6/11);;0.55
1.00000000000000e+007;(-3.85822809376242e+000dB,2.17748554291436e+000°);0.55
1.00230523807790e+007;(-3.76663855048028e+000dB,2.09117479466671e+000°);0.55
1.00461579027840e+007;(-3.67453657333335e+000dB,2.00415051811987e+000°);0.55
1.00693166885180e+007;(-3.58191395048846e+000dB,1.91639485488216e+000°);0.55
1.00925288607668e+007;(-3.48876228084830e+000dB,1.82788938293063e+000°);0.55
1.01157945425990e+007;(-3.39507296825180e+000dB,1.73861509409389e+000°);0.55
1.01391138573668e+007;(-3.30083721545433e+000dB,1.64855237045082e+000°);0.55
1.01624869287070e+007;(-3.20604601787758e+000dB,1.55768095958353e+000°);0.55
1.01859138805412e+007;(-3.11069015711876e+000dB,1.46597994862004e+000°);0.55
1.02093948370768e+007;(-3.01476019420820e+000dB,1.37342773699679e+000°);0.55
1.02329299228075e+007;(-2.91824646260361e+000dB,1.28000200786757e+000°);0.55
1.02565192625141e+007;(-2.82113906090893e+000dB,1.18567969807971e+000°);0.55
1.02801629812647e+007;(-2.72342784530502e+000dB,1.09043696663380e+000°);0.55
1.03038612044162e+007;(-2.62510242167857e+000dB,9.94249161536878e-001°);0.55
1.03276140576140e+007;(-2.52615213743504e+000dB,8.97090784953800e-001°);0.55
1.03514216667934e+007;(-2.42656607298059e+000dB,7.98935456553980e-001°);0.55
1.03752841581801e+007;(-2.32633303285749e+000dB,6.99755874944373e-001°);0.55
1.03992016582906e+007;(-2.22544153651564e+000dB,5.99523777071789e-001°);0.55
1.04231742939330e+007;(-2.12387980870360e+000dB,4.98209895469128e-001°);0.55
1.04472021922080e+007;(-2.02163576945981e+000dB,3.95783913211673e-001°);0.55
1.04712854805090e+007;(-1.91869702368455e+000dB,2.92214416439924e-001°);0.55
1.04954242865232e+007;(-1.81505085027249e+000dB,1.87468844294887e-001°);0.55
1.05196187382322e+007;(-1.71068419078325e+000dB,8.15134361009022e-002°);0.55
1.05438689639126e+007;(-1.60558363762759e+000dB,-2.56868243811432e-002°);0.55
1.05681750921366e+007;(-1.49973542174448e+000dB,-1.34168267820223e-001°);0.55
1.05925372517729e+007;(-1.39312539974331e+000dB,-2.43968601505974e-001°);0.55
1.06169555719872e+007;(-1.28573904048467e+000dB,-3.55126975082947e-001°);0.55
1.06414301822431e+007;(-1.17756141106976e+000dB,-4.67684050064999e-001°);0.55
1.06659612123026e+007;(-1.06857716220934e+000dB,-5.81682073384257e-001°);0.55
1.06905487922266e+007;(-9.58770512939060e-001dB,-6.97164955248087e-001°);0.55
1.07151930523760e+007;(-8.48125234647808e-001dB,-8.14178351599948e-001°);0.55
1.07398941234124e+007;(-7.36624634382306e-001dB,-9.32769751501995e-001°);0.55
1.07646521362983e+007;(-6.24251537391201e-001dB,-1.05298856978372e+000°);0.55
1.07894672222983e+007;(-5.10988268866358e-001dB,-1.17488624532722e+000°);0.55
1.08143395129794e+007;(-3.96816634840443e-001dB,-1.29851634538997e+000°);0.55
1.08392691402120e+007;(-2.81717902195073e-001dB,-1.42393467640081e+000°);0.55
1.08642562361706e+007;(-1.65672777730140e-001dB,-1.55119940169478e+000°);0.55
1.08893009333343e+007;(-4.86613862468625e-002dB,-1.68037116670071e+000°);0.55
1.09144033644875e+007;(6.93367524133306e-002dB,-1.81151323212618e+000°);0.55
1.09395636627209e+007;(1.88342747426975e-001dB,-1.94469161574306e+000°);0.55
1.09647819614318e+007;(3.08378362206773e-001dB,-2.07997524342001e+000°);0.55
1.09900583943252e+007;(4.29466040843185e-001dB,-2.21743611010729e+000°);0.55
1.10153930954141e+007;(5.51628935835275e-001dB,-2.35714945153913e+000°);0.55
1.10407861990207e+007;(6.74890937185052e-001dB,-2.49919392748950e+000°);0.55
1.10662378397766e+007;(7.99276702928762e-001dB,-2.64365181748705e+000°);0.55
1.10917481526240e+007;(9.24811691187086e-001dB,-2.79060922998042e+000°);0.55
1.11173172728159e+007;(1.05152219381781e+000dB,-2.94015632603251e+000°);0.55
1.11429453359173e+007;(1.17943537176108e+000dB,-3.09238755872218e+000°);0.55
1.11686324778056e+007;(1.30857929217292e+000dB,-3.24740192954036e+000°);0.55
1.11943788346715e+007;(1.43898296744575e+000dB,-3.40530326318975e+000°);0.55
1.12201845430196e+007;(1.57067639622292e+000dB,-3.56620050232850e+000°);0.55
1.12460497396692e+007;(1.70369060651825e+000dB,-3.73020802394641e+000°);0.55
1.12719745617551e+007;(1.83805770105816e+000dB,-3.89744597922570e+000°);0.55
1.12979591467279e+007;(1.97381090496995e+000dB,-4.06804065891873e+000°);0.55
1.13240036323555e+007;(2.11098461594658e+000dB,-4.24212488647586e+000°);0.55
1.13501081567231e+007;(2.24961445702341e+000dB,-4.41983844137881e+000°);0.55
1.13762728582343e+007;(2.38973733211038e+000dB,-4.60132851538383e+000°);0.55
1.14024978756117e+007;(2.53139148442751e+000dB,-4.78675020465289e+000°);0.55
1.14287833478977e+007;(2.67461655799935e+000dB,-4.97626704105918e+000°);0.55
1.14551294144553e+007;(2.81945366236845e+000dB,-5.17005156629549e+000°);0.55
1.14815362149688e+007;(2.96594544069398e+000dB,-5.36828595279506e+000°);0.55
1.15080038894443e+007;(3.11413614140559e+000dB,-5.57116267590331e+000°);0.55
1.15345325782109e+007;(3.26407169358627e+000dB,-5.77888524221433e+000°);0.55
1.15611224219210e+007;(3.41579978626030e+000dB,-5.99166897952285e+000°);0.55
1.15877735615512e+007;(3.56936995176215e+000dB,-6.20974189444078e+000°);0.55
1.16144861384034e+007;(3.72483365336067e+000dB,-6.43334560440087e+000°);0.55
1.16412602941049e+007;(3.88224437730781e+000dB,-6.66273635152588e+000°);0.55
1.16680961706096e+007;(4.04165772947239e+000dB,-6.89818610669219e+000°);0.55
1.16949939101987e+007;(4.20313153670550e+000dB,-7.13998377307301e+000°);0.55
1.17219536554813e+007;(4.36672595306511e+000dB,-7.38843649952612e+000°);0.55
1.17489755493953e+007;(4.53250357100001e+000dB,-7.64387111540722e+000°);0.55
1.17760597352080e+007;(4.70052953755650e+000dB,-7.90663569976328e+000°);0.55
1.18032063565173e+007;(4.87087167562328e+000dB,-8.17710129941504e+000°);0.55
1.18304155572516e+007;(5.04360061016664e+000dB,-8.45566381219141e+000°);0.55
1.18576874816716e+007;(5.21878989932760e+000dB,-8.74274605357079e+000°);0.55
1.18850222743701e+007;(5.39651617014847e+000dB,-9.03880002723517e+000°);0.55
1.19124200802737e+007;(5.57685925856554e+000dB,-9.34430942259882e+000°);0.55
1.19398810446427e+007;(5.75990235313868e+000dB,-9.65979236527295e+000°);0.55
1.19674053130724e+007;(5.94573214178029e+000dB,-9.98580444971763e+000°);0.55
1.19949930314937e+007;(6.13443896048491e+000dB,-1.03229420870677e+001°);0.55
1.20226443461741e+007;(6.32611694273454e+000dB,-1.06718462053642e+001°);0.55
1.20503594037179e+007;(6.52086416784734e+000dB,-1.10332063442392e+001°);0.55
1.20781383510678e+007;(6.71878280603055e+000dB,-1.14077651915723e+001°);0.55
1.21059813355048e+007;(6.91997925726565e+000dB,-1.17963236158433e+001°);0.55
1.21338885046497e+007;(7.12456428037048e+000dB,-1.21997462549351e+001°);0.55
1.21618600064636e+007;(7.33265310760412e+000dB,-1.26189677301011e+001°);0.55
1.21898959892486e+007;(7.54436553896856e+000dB,-1.30549995627963e+001°);0.55
1.22179966016487e+007;(7.75982600885104e+000dB,-1.35089378821844e+001°);0.55
1.22461619926504e+007;(7.97916361577612e+000dB,-1.39819720224796e+001°);0.55
1.22743923115840e+007;(8.20251210370399e+000dB,-1.44753941219333e+001°);0.55
1.23026877081238e+007;(8.43000978041129e+000dB,-1.49906098492916e+001°);0.55
1.23310483322890e+007;(8.66179935488202e+000dB,-1.55291503989239e+001°);0.55
1.23594743344450e+007;(8.89802767114623e+000dB,-1.60926859124807e+001°);0.55
1.23879658653036e+007;(9.13884531041490e+000dB,-1.66830405026450e+001°);0.55
1.24165230759240e+007;(9.38440602640574e+000dB,-1.73022090729052e+001°);0.55
1.24451461177138e+007;(9.63486597009850e+000dB,-1.79523761455490e+001°);0.55
1.24738351424294e+007;(9.89038264939774e+000dB,-1.86359369271310e+001°);0.55
1.25025903021771e+007;(1.01511135558084e+001dB,-1.93555208546843e+001°);0.55
1.25314117494141e+007;(1.04172143736435e+001dB,-2.01140178742144e+001°);0.55
1.25602996369487e+007;(1.06888366667551e+001dB,-2.09146077015155e+001°);0.55
